DateKey,OrderDate,RequiredDate,ShippedDate
341,1996-12-09 00:00:00,1997-01-06 00:00:00,1996-12-13 00:00:00
342,1996-12-09 00:00:00,1997-01-06 00:00:00,1996-12-13 00:00:00
343,1996-12-09 00:00:00,1997-01-06 00:00:00,1996-12-13 00:00:00
344,1996-12-10 00:00:00,1997-01-07 00:00:00,1996-12-19 00:00:00
345,1996-12-11 00:00:00,1997-01-08 00:00:00,1996-12-13 00:00:00
346,1996-12-11 00:00:00,1997-01-08 00:00:00,1996-12-13 00:00:00
347,1996-12-11 00:00:00,1997-01-08 00:00:00,1996-12-13 00:00:00
348,1996-12-12 00:00:00,1997-01-09 00:00:00,1997-01-16 00:00:00
349,1996-12-12 00:00:00,1997-01-09 00:00:00,1997-01-16 00:00:00
350,1996-12-12 00:00:00,1997-01-09 00:00:00,1997-01-16 00:00:00
351,1996-12-12 00:00:00,1997-01-09 00:00:00,1997-01-16 00:00:00
352,1996-12-12 00:00:00,1997-01-09 00:00:00,1996-12-13 00:00:00
353,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00
354,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00
355,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00
356,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00
357,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00
358,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-18 00:00:00
359,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-18 00:00:00
360,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-18 00:00:00
361,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-20 00:00:00
362,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-20 00:00:00
363,1996-12-17 00:00:00,1997-01-14 00:00:00,1996-12-23 00:00:00
364,1996-12-17 00:00:00,1997-01-14 00:00:00,1996-12-23 00:00:00
365,1996-12-17 00:00:00,1997-01-14 00:00:00,1996-12-23 00:00:00
366,1996-12-18 00:00:00,1997-01-01 00:00:00,1996-12-25 00:00:00
367,1996-12-18 00:00:00,1997-01-01 00:00:00,1996-12-25 00:00:00
368,1996-12-18 00:00:00,1997-01-15 00:00:00,1996-12-20 00:00:00
369,1996-12-18 00:00:00,1997-01-15 00:00:00,1996-12-20 00:00:00
370,1996-12-18 00:00:00,1997-01-15 00:00:00,1996-12-20 00:00:00
371,1996-12-18 00:00:00,1997-01-15 00:00:00,1996-12-20 00:00:00
372,1996-12-19 00:00:00,1997-01-16 00:00:00,1996-12-20 00:00:00
373,1996-12-19 00:00:00,1997-01-16 00:00:00,1996-12-20 00:00:00
374,1996-12-19 00:00:00,1997-01-16 00:00:00,1996-12-20 00:00:00
375,1996-12-20 00:00:00,1997-01-17 00:00:00,1996-12-24 00:00:00
376,1996-12-20 00:00:00,1997-01-17 00:00:00,1996-12-24 00:00:00
377,1996-12-20 00:00:00,1997-01-17 00:00:00,1996-12-24 00:00:00
378,1996-12-20 00:00:00,1997-01-17 00:00:00,1996-12-24 00:00:00
379,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-26 00:00:00
380,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-26 00:00:00
381,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-26 00:00:00
382,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-26 00:00:00
383,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-31 00:00:00
384,1996-12-24 00:00:00,1997-01-21 00:00:00,1997-01-01 00:00:00
385,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00
386,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00
387,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00
388,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00
389,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00
390,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00
391,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00
392,1996-12-26 00:00:00,1997-01-23 00:00:00,1997-01-03 00:00:00
393,1996-12-26 00:00:00,1997-01-23 00:00:00,1997-01-03 00:00:00
394,1996-12-26 00:00:00,1997-01-23 00:00:00,1997-01-03 00:00:00
395,1996-12-27 00:00:00,1997-01-10 00:00:00,1997-01-06 00:00:00
396,1996-12-27 00:00:00,1997-01-10 00:00:00,1997-01-06 00:00:00
397,1996-12-27 00:00:00,1997-01-10 00:00:00,1997-01-06 00:00:00
398,1996-12-27 00:00:00,1997-01-24 00:00:00,1997-01-02 00:00:00
399,1996-12-27 00:00:00,1997-01-24 00:00:00,1997-01-02 00:00:00
400,1996-12-30 00:00:00,1997-01-27 00:00:00,1997-01-09 00:00:00
401,1996-12-30 00:00:00,1997-01-27 00:00:00,1997-01-09 00:00:00
402,1996-12-31 00:00:00,1997-01-14 00:00:00,1997-01-08 00:00:00
403,1996-12-31 00:00:00,1997-01-14 00:00:00,1997-01-08 00:00:00
404,1996-12-31 00:00:00,1997-01-14 00:00:00,1997-01-08 00:00:00
405,1996-12-31 00:00:00,1997-01-14 00:00:00,1997-01-08 00:00:00
406,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-16 00:00:00
407,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-16 00:00:00
408,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-16 00:00:00
409,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-10 00:00:00
410,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-10 00:00:00
411,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-10 00:00:00
412,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-10 00:00:00
413,1997-01-02 00:00:00,1997-02-13 00:00:00,1997-01-10 00:00:00
414,1997-01-02 00:00:00,1997-02-13 00:00:00,1997-01-10 00:00:00
415,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-09 00:00:00
416,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-09 00:00:00
417,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-08 00:00:00
418,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-08 00:00:00
419,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-08 00:00:00
420,1997-01-06 00:00:00,1997-02-03 00:00:00,1997-01-22 00:00:00
421,1997-01-07 00:00:00,1997-02-18 00:00:00,1997-01-13 00:00:00
422,1997-01-07 00:00:00,1997-02-18 00:00:00,1997-01-13 00:00:00
423,1997-01-07 00:00:00,1997-02-18 00:00:00,1997-01-13 00:00:00
424,1997-01-07 00:00:00,1997-02-18 00:00:00,1997-01-13 00:00:00
425,1997-01-07 00:00:00,1997-02-18 00:00:00,1997-01-13 00:00:00
426,1997-01-07 00:00:00,1997-02-04 00:00:00,1997-01-30 00:00:00
427,1997-01-07 00:00:00,1997-02-04 00:00:00,1997-01-30 00:00:00
428,1997-01-07 00:00:00,1997-02-04 00:00:00,1997-01-30 00:00:00
429,1997-01-08 00:00:00,1997-02-05 00:00:00,1997-01-14 00:00:00
430,1997-01-08 00:00:00,1997-02-05 00:00:00,1997-01-14 00:00:00
431,1997-01-08 00:00:00,1997-02-05 00:00:00,1997-01-14 00:00:00
432,1997-01-09 00:00:00,1997-02-06 00:00:00,1997-01-14 00:00:00
433,1997-01-09 00:00:00,1997-02-06 00:00:00,1997-01-14 00:00:00
434,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-15 00:00:00
435,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-15 00:00:00
436,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-21 00:00:00
437,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-21 00:00:00
438,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-21 00:00:00
439,1997-01-13 00:00:00,1997-02-10 00:00:00,1997-01-15 00:00:00
440,1997-01-14 00:00:00,1997-02-11 00:00:00,1997-01-16 00:00:00
441,1997-01-14 00:00:00,1997-02-11 00:00:00,1997-01-16 00:00:00
442,1997-01-14 00:00:00,1997-02-11 00:00:00,1997-01-16 00:00:00
443,1997-01-14 00:00:00,1997-02-11 00:00:00,1997-01-17 00:00:00
444,1997-01-14 00:00:00,1997-02-11 00:00:00,1997-01-17 00:00:00
445,1997-01-15 00:00:00,1997-02-12 00:00:00,1997-01-24 00:00:00
446,1997-01-15 00:00:00,1997-02-12 00:00:00,1997-01-24 00:00:00
447,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-27 00:00:00
448,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-27 00:00:00
449,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-27 00:00:00
450,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-28 00:00:00
451,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-28 00:00:00
452,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-28 00:00:00
453,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-28 00:00:00
454,1997-01-17 00:00:00,1997-02-14 00:00:00,1997-01-24 00:00:00
455,1997-01-17 00:00:00,1997-02-14 00:00:00,1997-01-24 00:00:00
456,1997-01-17 00:00:00,1997-02-14 00:00:00,1997-01-24 00:00:00
457,1997-01-17 00:00:00,1997-02-14 00:00:00,1997-01-24 00:00:00
458,1997-01-20 00:00:00,1997-02-17 00:00:00,1997-01-30 00:00:00
459,1997-01-20 00:00:00,1997-02-17 00:00:00,1997-01-30 00:00:00
460,1997-01-21 00:00:00,1997-02-18 00:00:00,1997-01-27 00:00:00
461,1997-01-21 00:00:00,1997-02-18 00:00:00,1997-01-27 00:00:00
462,1997-01-21 00:00:00,1997-02-18 00:00:00,1997-01-27 00:00:00
463,1997-01-21 00:00:00,1997-02-18 00:00:00,1997-01-27 00:00:00
464,1997-01-21 00:00:00,1997-03-04 00:00:00,1997-01-27 00:00:00
465,1997-01-21 00:00:00,1997-03-04 00:00:00,1997-01-27 00:00:00
466,1997-01-21 00:00:00,1997-03-04 00:00:00,1997-01-27 00:00:00
467,1997-01-21 00:00:00,1997-03-04 00:00:00,1997-01-27 00:00:00
468,1997-01-22 00:00:00,1997-02-19 00:00:00,1997-01-31 00:00:00
469,1997-01-23 00:00:00,1997-02-06 00:00:00,1997-02-24 00:00:00
470,1997-01-23 00:00:00,1997-02-06 00:00:00,1997-02-24 00:00:00
471,1997-01-23 00:00:00,1997-02-20 00:00:00,1997-01-27 00:00:00
472,1997-01-23 00:00:00,1997-02-20 00:00:00,1997-01-27 00:00:00
473,1997-01-23 00:00:00,1997-02-20 00:00:00,1997-01-27 00:00:00
474,1997-01-24 00:00:00,1997-02-21 00:00:00,1997-02-14 00:00:00
475,1997-01-24 00:00:00,1997-02-21 00:00:00,1997-02-14 00:00:00
476,1997-01-27 00:00:00,1997-02-24 00:00:00,1997-02-06 00:00:00
477,1997-01-27 00:00:00,1997-02-24 00:00:00,1997-02-06 00:00:00
478,1997-01-27 00:00:00,1997-02-24 00:00:00,1997-03-03 00:00:00
479,1997-01-28 00:00:00,1997-02-25 00:00:00,1997-02-04 00:00:00
480,1997-01-29 00:00:00,1997-03-12 00:00:00,1997-02-07 00:00:00
481,1997-01-29 00:00:00,1997-03-12 00:00:00,1997-02-07 00:00:00
482,1997-01-30 00:00:00,1997-02-13 00:00:00,1997-02-03 00:00:00
483,1997-01-30 00:00:00,1997-02-13 00:00:00,1997-02-03 00:00:00
484,1997-01-30 00:00:00,1997-02-13 00:00:00,1997-02-03 00:00:00
485,1997-01-30 00:00:00,1997-02-13 00:00:00,1997-02-03 00:00:00
486,1997-01-30 00:00:00,1997-02-13 00:00:00,1997-02-07 00:00:00
487,1997-01-30 00:00:00,1997-02-13 00:00:00,1997-02-07 00:00:00
488,1997-01-30 00:00:00,1997-02-13 00:00:00,1997-02-07 00:00:00
489,1997-01-31 00:00:00,1997-02-14 00:00:00,1997-02-07 00:00:00
490,1997-01-31 00:00:00,1997-02-14 00:00:00,1997-02-07 00:00:00
491,1997-02-03 00:00:00,1997-03-03 00:00:00,1997-03-04 00:00:00
492,1997-02-03 00:00:00,1997-03-03 00:00:00,1997-02-13 00:00:00
493,1997-02-03 00:00:00,1997-03-03 00:00:00,1997-02-13 00:00:00
494,1997-02-04 00:00:00,1997-03-18 00:00:00,1997-02-07 00:00:00
495,1997-02-04 00:00:00,1997-03-18 00:00:00,1997-02-07 00:00:00
496,1997-02-04 00:00:00,1997-03-18 00:00:00,1997-02-07 00:00:00
497,1997-02-05 00:00:00,1997-03-05 00:00:00,1997-02-11 00:00:00
498,1997-02-05 00:00:00,1997-03-05 00:00:00,1997-02-11 00:00:00
499,1997-02-05 00:00:00,1997-03-05 00:00:00,1997-02-11 00:00:00
500,1997-02-05 00:00:00,1997-03-05 00:00:00,1997-02-11 00:00:00
501,1997-02-05 00:00:00,1997-03-05 00:00:00,1997-02-12 00:00:00
502,1997-02-06 00:00:00,1997-03-06 00:00:00,1997-02-14 00:00:00
503,1997-02-06 00:00:00,1997-03-06 00:00:00,1997-02-14 00:00:00
504,1997-02-06 00:00:00,1997-03-06 00:00:00,1997-02-14 00:00:00
505,1997-02-07 00:00:00,1997-03-07 00:00:00,1997-02-10 00:00:00
506,1997-02-07 00:00:00,1997-03-07 00:00:00,1997-02-10 00:00:00
507,1997-02-07 00:00:00,1997-03-07 00:00:00,1997-02-10 00:00:00
508,1997-02-07 00:00:00,1997-03-07 00:00:00,1997-02-10 00:00:00
509,1997-02-10 00:00:00,1997-03-10 00:00:00,1997-02-28 00:00:00
510,1997-02-10 00:00:00,1997-03-10 00:00:00,1997-02-28 00:00:00
511,1997-02-10 00:00:00,1997-03-10 00:00:00,1997-02-28 00:00:00
512,1997-02-10 00:00:00,1997-03-10 00:00:00,1997-02-28 00:00:00
513,1997-02-10 00:00:00,1997-03-24 00:00:00,1997-03-14 00:00:00
514,1997-02-11 00:00:00,1997-03-11 00:00:00,1997-02-18 00:00:00
515,1997-02-11 00:00:00,1997-03-11 00:00:00,1997-02-18 00:00:00
516,1997-02-11 00:00:00,1997-03-11 00:00:00,1997-02-18 00:00:00
517,1997-02-12 00:00:00,1997-03-12 00:00:00,1997-02-14 00:00:00
518,1997-02-12 00:00:00,1997-03-12 00:00:00,1997-02-14 00:00:00
519,1997-02-12 00:00:00,1997-03-12 00:00:00,1997-02-21 00:00:00
520,1997-02-12 00:00:00,1997-03-12 00:00:00,1997-02-21 00:00:00
521,1997-02-12 00:00:00,1997-03-12 00:00:00,1997-02-21 00:00:00
522,1997-02-12 00:00:00,1997-03-12 00:00:00,1997-02-21 00:00:00
523,1997-02-13 00:00:00,1997-03-13 00:00:00,1997-02-20 00:00:00
524,1997-02-13 00:00:00,1997-03-13 00:00:00,1997-02-20 00:00:00
525,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-02-19 00:00:00
526,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-02-19 00:00:00
527,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-02-19 00:00:00
528,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-02-19 00:00:00
529,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-03-07 00:00:00
530,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-03-07 00:00:00
531,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-03-07 00:00:00
532,1997-02-17 00:00:00,1997-03-17 00:00:00,1997-02-24 00:00:00
533,1997-02-17 00:00:00,1997-03-17 00:00:00,1997-02-24 00:00:00
534,1997-02-18 00:00:00,1997-03-18 00:00:00,1997-02-27 00:00:00
535,1997-02-18 00:00:00,1997-03-18 00:00:00,1997-02-27 00:00:00
536,1997-02-18 00:00:00,1997-03-18 00:00:00,1997-02-27 00:00:00
537,1997-02-19 00:00:00,1997-03-19 00:00:00,1997-03-11 00:00:00
538,1997-02-19 00:00:00,1997-03-19 00:00:00,1997-03-11 00:00:00
539,1997-02-19 00:00:00,1997-03-05 00:00:00,1997-03-12 00:00:00
540,1997-02-19 00:00:00,1997-03-05 00:00:00,1997-03-12 00:00:00
541,1997-02-19 00:00:00,1997-03-05 00:00:00,1997-03-12 00:00:00
542,1997-02-19 00:00:00,1997-03-05 00:00:00,1997-03-12 00:00:00
543,1997-02-20 00:00:00,1997-03-20 00:00:00,1997-02-26 00:00:00
544,1997-02-20 00:00:00,1997-03-20 00:00:00,1997-02-26 00:00:00
545,1997-02-21 00:00:00,1997-03-21 00:00:00,1997-02-26 00:00:00
546,1997-02-21 00:00:00,1997-03-21 00:00:00,1997-02-26 00:00:00
547,1997-02-21 00:00:00,1997-03-21 00:00:00,1997-02-25 00:00:00
548,1997-02-21 00:00:00,1997-03-21 00:00:00,1997-02-25 00:00:00
549,1997-02-21 00:00:00,1997-03-21 00:00:00,1997-02-25 00:00:00
550,1997-02-24 00:00:00,1997-04-07 00:00:00,1997-03-03 00:00:00
551,1997-02-24 00:00:00,1997-04-07 00:00:00,1997-03-03 00:00:00
552,1997-02-24 00:00:00,1997-04-07 00:00:00,1997-03-03 00:00:00
553,1997-02-24 00:00:00,1997-04-07 00:00:00,1997-03-03 00:00:00
554,1997-02-25 00:00:00,1997-04-08 00:00:00,1997-02-28 00:00:00
555,1997-02-25 00:00:00,1997-04-08 00:00:00,1997-02-28 00:00:00
556,1997-02-25 00:00:00,1997-03-25 00:00:00,1997-03-03 00:00:00
557,1997-02-26 00:00:00,1997-03-26 00:00:00,1997-03-04 00:00:00
558,1997-02-26 00:00:00,1997-03-26 00:00:00,1997-03-04 00:00:00
559,1997-02-26 00:00:00,1997-03-26 00:00:00,1997-03-04 00:00:00
560,1997-02-26 00:00:00,1997-03-26 00:00:00,1997-03-04 00:00:00
561,1997-02-26 00:00:00,1997-03-26 00:00:00,1997-03-04 00:00:00
562,1997-02-27 00:00:00,1997-03-27 00:00:00,1997-02-28 00:00:00
563,1997-02-27 00:00:00,1997-03-27 00:00:00,1997-02-28 00:00:00
564,1997-02-27 00:00:00,1997-03-27 00:00:00,1997-02-28 00:00:00
565,1997-02-28 00:00:00,1997-03-28 00:00:00,1997-03-03 00:00:00
566,1997-02-28 00:00:00,1997-03-28 00:00:00,1997-03-03 00:00:00
567,1997-02-28 00:00:00,1997-03-28 00:00:00,1997-03-05 00:00:00
568,1997-02-28 00:00:00,1997-03-28 00:00:00,1997-03-05 00:00:00
569,1997-02-28 00:00:00,1997-03-28 00:00:00,1997-03-05 00:00:00
570,1997-03-03 00:00:00,1997-03-31 00:00:00,1997-03-18 00:00:00
571,1997-03-03 00:00:00,1997-03-31 00:00:00,1997-03-18 00:00:00
572,1997-03-04 00:00:00,1997-04-01 00:00:00,1997-03-06 00:00:00
573,1997-03-04 00:00:00,1997-04-01 00:00:00,1997-03-06 00:00:00
574,1997-03-04 00:00:00,1997-04-01 00:00:00,1997-03-14 00:00:00
575,1997-03-04 00:00:00,1997-04-01 00:00:00,1997-03-14 00:00:00
576,1997-03-04 00:00:00,1997-04-01 00:00:00,1997-03-14 00:00:00
577,1997-03-04 00:00:00,1997-04-01 00:00:00,1997-03-14 00:00:00
578,1997-03-05 00:00:00,1997-04-02 00:00:00,1997-03-14 00:00:00
579,1997-03-05 00:00:00,1997-04-02 00:00:00,1997-03-14 00:00:00
580,1997-03-05 00:00:00,1997-04-02 00:00:00,1997-03-14 00:00:00
581,1997-03-05 00:00:00,1997-04-02 00:00:00,1997-03-14 00:00:00
582,1997-03-05 00:00:00,1997-04-02 00:00:00,1997-03-14 00:00:00
583,1997-03-06 00:00:00,1997-04-03 00:00:00,1997-03-13 00:00:00
584,1997-03-06 00:00:00,1997-04-03 00:00:00,1997-03-13 00:00:00
585,1997-03-06 00:00:00,1997-04-03 00:00:00,1997-03-11 00:00:00
586,1997-03-06 00:00:00,1997-04-03 00:00:00,1997-03-11 00:00:00
587,1997-03-07 00:00:00,1997-04-04 00:00:00,1997-03-12 00:00:00
588,1997-03-07 00:00:00,1997-04-04 00:00:00,1997-03-12 00:00:00
589,1997-03-10 00:00:00,1997-04-07 00:00:00,1997-03-14 00:00:00
590,1997-03-10 00:00:00,1997-04-07 00:00:00,1997-03-14 00:00:00
591,1997-03-10 00:00:00,1997-04-07 00:00:00,1997-03-14 00:00:00
592,1997-03-11 00:00:00,1997-04-08 00:00:00,1997-03-14 00:00:00
593,1997-03-11 00:00:00,1997-04-08 00:00:00,1997-03-14 00:00:00
594,1997-03-11 00:00:00,1997-04-08 00:00:00,1997-03-14 00:00:00
595,1997-03-11 00:00:00,1997-04-08 00:00:00,1997-03-18 00:00:00
596,1997-03-11 00:00:00,1997-04-08 00:00:00,1997-03-18 00:00:00
597,1997-03-12 00:00:00,1997-04-09 00:00:00,1997-03-19 00:00:00
598,1997-03-12 00:00:00,1997-04-09 00:00:00,1997-03-19 00:00:00
599,1997-03-13 00:00:00,1997-03-27 00:00:00,1997-03-21 00:00:00
600,1997-03-13 00:00:00,1997-03-27 00:00:00,1997-03-21 00:00:00
601,1997-03-13 00:00:00,1997-04-10 00:00:00,1997-03-21 00:00:00
602,1997-03-13 00:00:00,1997-04-10 00:00:00,1997-03-21 00:00:00
603,1997-03-13 00:00:00,1997-04-10 00:00:00,1997-03-21 00:00:00
604,1997-03-13 00:00:00,1997-04-10 00:00:00,1997-03-21 00:00:00
605,1997-03-14 00:00:00,1997-04-11 00:00:00,1997-04-04 00:00:00
606,1997-03-14 00:00:00,1997-04-11 00:00:00,1997-04-04 00:00:00
607,1997-03-14 00:00:00,1997-04-11 00:00:00,1997-04-04 00:00:00
608,1997-03-17 00:00:00,1997-04-14 00:00:00,1997-03-24 00:00:00
609,1997-03-17 00:00:00,1997-04-14 00:00:00,1997-03-24 00:00:00
610,1997-03-17 00:00:00,1997-04-14 00:00:00,1997-03-25 00:00:00
611,1997-03-17 00:00:00,1997-04-14 00:00:00,1997-03-25 00:00:00
612,1997-03-17 00:00:00,1997-04-14 00:00:00,1997-03-25 00:00:00
613,1997-03-18 00:00:00,1997-04-01 00:00:00,1997-03-26 00:00:00
614,1997-03-19 00:00:00,1997-04-16 00:00:00,1997-03-21 00:00:00
615,1997-03-19 00:00:00,1997-04-16 00:00:00,1997-03-21 00:00:00
616,1997-03-19 00:00:00,1997-04-16 00:00:00,1997-03-21 00:00:00
617,1997-03-19 00:00:00,1997-04-16 00:00:00,1997-03-21 00:00:00
618,1997-03-20 00:00:00,1997-04-17 00:00:00,1997-03-24 00:00:00
619,1997-03-20 00:00:00,1997-04-17 00:00:00,1997-03-24 00:00:00
620,1997-03-20 00:00:00,1997-04-17 00:00:00,1997-03-25 00:00:00
621,1997-03-20 00:00:00,1997-04-17 00:00:00,1997-03-25 00:00:00
622,1997-03-21 00:00:00,1997-04-18 00:00:00,1997-04-10 00:00:00
623,1997-03-24 00:00:00,1997-04-21 00:00:00,1997-04-25 00:00:00
624,1997-03-24 00:00:00,1997-04-21 00:00:00,1997-04-25 00:00:00
625,1997-03-24 00:00:00,1997-04-21 00:00:00,1997-04-01 00:00:00
626,1997-03-24 00:00:00,1997-04-21 00:00:00,1997-04-01 00:00:00
627,1997-03-24 00:00:00,1997-04-21 00:00:00,1997-04-01 00:00:00
628,1997-03-25 00:00:00,1997-04-08 00:00:00,1997-03-31 00:00:00
629,1997-03-25 00:00:00,1997-04-08 00:00:00,1997-03-31 00:00:00
630,1997-03-25 00:00:00,1997-04-08 00:00:00,1997-03-31 00:00:00
631,1997-03-25 00:00:00,1997-04-08 00:00:00,1997-03-31 00:00:00
632,1997-03-26 00:00:00,1997-04-23 00:00:00,1997-04-02 00:00:00
633,1997-03-26 00:00:00,1997-04-23 00:00:00,1997-04-02 00:00:00
634,1997-03-26 00:00:00,1997-04-23 00:00:00,1997-04-02 00:00:00
635,1997-03-26 00:00:00,1997-04-23 00:00:00,1997-03-28 00:00:00
636,1997-03-26 00:00:00,1997-04-23 00:00:00,1997-03-28 00:00:00
637,1997-03-26 00:00:00,1997-04-23 00:00:00,1997-03-28 00:00:00
638,1997-03-27 00:00:00,1997-04-24 00:00:00,1997-04-02 00:00:00
639,1997-03-27 00:00:00,1997-04-24 00:00:00,1997-04-02 00:00:00
640,1997-03-28 00:00:00,1997-04-25 00:00:00,1997-04-09 00:00:00
641,1997-03-28 00:00:00,1997-04-25 00:00:00,1997-04-09 00:00:00
642,1997-03-31 00:00:00,1997-04-28 00:00:00,1997-04-03 00:00:00
643,1997-03-31 00:00:00,1997-04-28 00:00:00,1997-04-03 00:00:00
644,1997-03-31 00:00:00,1997-04-28 00:00:00,1997-04-03 00:00:00
645,1997-03-31 00:00:00,1997-04-28 00:00:00,1997-04-08 00:00:00
646,1997-03-31 00:00:00,1997-04-28 00:00:00,1997-04-08 00:00:00
647,1997-04-01 00:00:00,1997-04-29 00:00:00,1997-04-11 00:00:00
648,1997-04-01 00:00:00,1997-04-29 00:00:00,1997-04-11 00:00:00
649,1997-04-02 00:00:00,1997-04-30 00:00:00,1997-04-10 00:00:00
650,1997-04-02 00:00:00,1997-04-30 00:00:00,1997-04-10 00:00:00
651,1997-04-02 00:00:00,1997-04-30 00:00:00,1997-04-10 00:00:00
652,1997-04-02 00:00:00,1997-04-30 00:00:00,1997-04-09 00:00:00
653,1997-04-03 00:00:00,1997-05-01 00:00:00,1997-04-11 00:00:00
654,1997-04-03 00:00:00,1997-05-01 00:00:00,1997-04-11 00:00:00
655,1997-04-03 00:00:00,1997-05-01 00:00:00,1997-04-11 00:00:00
656,1997-04-04 00:00:00,1997-05-02 00:00:00,1997-04-07 00:00:00
657,1997-04-04 00:00:00,1997-05-02 00:00:00,1997-04-07 00:00:00
658,1997-04-04 00:00:00,1997-05-02 00:00:00,1997-04-07 00:00:00
659,1997-04-04 00:00:00,1997-05-02 00:00:00,1997-04-07 00:00:00
660,1997-04-07 00:00:00,1997-05-05 00:00:00,1997-04-11 00:00:00
661,1997-04-07 00:00:00,1997-05-05 00:00:00,1997-04-11 00:00:00
662,1997-04-07 00:00:00,1997-05-05 00:00:00,1997-04-11 00:00:00
663,1997-04-08 00:00:00,1997-05-06 00:00:00,1997-04-16 00:00:00
664,1997-04-08 00:00:00,1997-05-06 00:00:00,1997-04-16 00:00:00
665,1997-04-09 00:00:00,1997-05-07 00:00:00,1997-04-17 00:00:00
666,1997-04-09 00:00:00,1997-05-07 00:00:00,1997-04-17 00:00:00
667,1997-04-09 00:00:00,1997-05-07 00:00:00,1997-04-16 00:00:00
668,1997-04-10 00:00:00,1997-05-08 00:00:00,1997-04-29 00:00:00
669,1997-04-10 00:00:00,1997-05-08 00:00:00,1997-04-29 00:00:00
670,1997-04-10 00:00:00,1997-05-08 00:00:00,1997-04-29 00:00:00
671,1997-04-11 00:00:00,1997-05-09 00:00:00,1997-04-16 00:00:00
672,1997-04-11 00:00:00,1997-05-09 00:00:00,1997-04-16 00:00:00
673,1997-04-11 00:00:00,1997-05-09 00:00:00,1997-04-18 00:00:00
674,1997-04-11 00:00:00,1997-05-09 00:00:00,1997-04-18 00:00:00
675,1997-04-11 00:00:00,1997-05-09 00:00:00,1997-04-18 00:00:00
676,1997-04-11 00:00:00,1997-05-09 00:00:00,1997-04-18 00:00:00
677,1997-04-14 00:00:00,1997-05-12 00:00:00,1997-04-21 00:00:00
678,1997-04-15 00:00:00,1997-05-13 00:00:00,1997-05-02 00:00:00
679,1997-04-15 00:00:00,1997-05-13 00:00:00,1997-05-02 00:00:00
680,1997-04-15 00:00:00,1997-05-13 00:00:00,1997-04-22 00:00:00
